timestamp,test-class,test-method,time,description,result
"2022-04-06 19:22:33.901","acme.testing.anonymous.toolkit.AnonymousToolkitListAllTest","positiveTest",10654,""[1] recordIndex=0, title=Title 1, code=ABC-123, published=true, description=Description 1, link=null, assemblyNotes=Assembly Notes 1, reference=Component 01"","Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li/a[normalize-space()='Sign out']'"
"2022-04-06 19:22:41.884","acme.testing.anonymous.item.AnonymousToolListAllTest","positiveTest",5160,""[1] recordIndex=0, name=Tool 01, code=ABC-123, technology=Technology 1, description=Description of tool 1, retailPrice=EUR 20.00, link=null, type=TOOL"","OK"
"2022-04-06 19:22:46.397","acme.testing.anonymous.item.AnonymousToolListAllTest","positiveTest",3942,""[2] recordIndex=1, name=Tool 02, code=ABC-123-A, technology=Technology 2, description=Description of tool 2, retailPrice=EUR 40.00, link=https://www.example.com, type=TOOL"","OK"
"2022-04-06 19:23:01.031","acme.testing.administrator.item.AdministratorToolListAllTest","positiveTest",11551,""[1] recordIndex=0, name=Tool 01, code=ABC-123, technology=Technology 1, description=Description of tool 1, retailPrice=EUR 20.00, link=null, type=TOOL"","OK"
"2022-04-06 19:23:11.622","acme.testing.administrator.item.AdministratorToolListAllTest","positiveTest",9834,""[2] recordIndex=1, name=Tool 02, code=ABC-123-A, technology=Technology 2, description=Description of tool 2, retailPrice=EUR 40.00, link=https://www.example.com, type=TOOL"","OK"
"2022-04-06 19:23:20.309","acme.testing.administrator.toolkit.AdministratorToolkitListAllTest","positiveTest",5658,""[1] recordIndex=0, title=Title 1, code=ABC-123, published=true, description=Description 1, link=null, assemblyNotes=Assembly Notes 1, reference=Component 01"","Cannot find 'By.xpath: //select[@name='list_length']/option[@value='5']'"
"2022-04-06 19:23:34.203","acme.testing.patron.item.PatronToolListAllTest","positiveTest",10511,""[2] recordIndex=1, name=Tool 02, code=ABC-123-A, technology=Technology 2, description=Description of tool 2, retailPrice=EUR 40.00, link=https://www.example.com, type=TOOL"","OK"
"2022-04-06 19:23:49.975","acme.testing.patron.toolkit.PatronToolkitListAllTest","positiveTest",12841,""[1] recordIndex=0, title=Title 1, code=ABC-123, published=true, description=Description 1, link=null, assemblyNotes=Assembly Notes 1, reference=Component 01"","OK"
"2022-04-06 19:24:03.686","acme.testing.inventor.item.InventorComponentListMineTest","positiveTest",10669,""[1] recordIndex=0, name=Component 02, code=BCD-234-Z, technology=Technology 4, description=Description of component 2, retailPrice=EUR 3.50, link=https://www.example.com, type=COMPONENT"","OK"
"2022-04-06 19:24:16.577","acme.testing.inventor.item.InventorToolListAllTest","positiveTest",10110,""[1] recordIndex=0, name=Tool 01, code=ABC-123, technology=Technology 1, description=Description of tool 1, retailPrice=EUR 20.00, link=null, type=TOOL"","OK"
"2022-04-06 19:24:28.296","acme.testing.inventor.item.InventorToolListAllTest","positiveTest",11214,""[2] recordIndex=1, name=Tool 02, code=ABC-123-A, technology=Technology 2, description=Description of tool 2, retailPrice=EUR 40.00, link=https://www.example.com, type=TOOL"","OK"
"2022-04-06 19:24:44.021","acme.testing.inventor.toolkit.InventorToolkitListAllTest","positiveTest",12862,""[1] recordIndex=0, title=Title 1, code=ABC-123, published=true, description=Description 1, link=null, assemblyNotes=Assembly Notes 1, reference=Component 01"","OK"
"2022-04-06 19:24:58.381","acme.testing.authenticated.item.AuthenticatedToolListAllTest","positiveTest",11572,""[1] recordIndex=0, name=Tool 01, code=ABC-123, technology=Technology 1, description=Description of tool 1, retailPrice=EUR 20.00, link=null, type=TOOL"","OK"
"2022-04-06 19:25:10.301","acme.testing.authenticated.item.AuthenticatedToolListAllTest","positiveTest",11395,""[2] recordIndex=1, name=Tool 02, code=ABC-123-A, technology=Technology 2, description=Description of tool 2, retailPrice=EUR 40.00, link=https://www.example.com, type=TOOL"","OK"
"2022-04-06 19:25:25.248","acme.testing.authenticated.toolkit.AuthenticatedToolkitListAllTest","positiveTest",11107,""[1] recordIndex=0, title=Title 1, code=ABC-123, published=true, description=Description 1, link=null, assemblyNotes=Assembly Notes 1, reference=Component 01"","Cannot find 'By.xpath: //select[@name='list_length']/option[@value='5']'"
"2022-04-06 19:25:43.664","acme.testing.SignUpTest","positiveSignUp",12413,""[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, phone=Cash & Carry, Co"","OK"
"2022-04-06 19:25:56.296","acme.testing.SignUpTest","positiveSignUp",12169,""[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, phone=Networks, Inc."","OK"
"2022-04-06 19:26:01.328","acme.testing.SignUpTest","positiveSignUp",4572,""[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com, phone=Networks, Inc."","Browsing context has been discarded
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'DESKTOP-N8OS56S', ip: '10.100.210.186', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '1.8.0_281'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 98.0.2, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20220322144853, moz:geckodriverVersion: 0.30.0, moz:headless: false, moz:processID: 15456, moz:profile: C:\Users\usuario\AppData\Lo..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10.0, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 4a2bb659-57c9-4366-9edd-0a9632011165"
